produtoCSV,url,status,tituloExtraido,match
Mouse Gamer SEM fio HyperX Haste 6 Botões Branco,https://www.amazon.com.br/Mouse-Gamer-HyperX-Bot%C3%B5es-Branco/dp/B09V224F1Z?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2HY648Q0TV5XP&dib=eyJ2IjoiMSJ9.HRfhwGLRo7J9jbADpab-U_kxs-HJakBiA2YuN2iU87RZYNKKnwgQzxVVXXdKrtJ6UyYX5PioDKBfI0iVev6n0aIaqvxCMAZjXqOPUyvGNbdiY_kbPdSvnrGRH-tMy0IACt_svvGEhAK-6Kp01ghyF-97fCzwsDN8WTKUBDplfsowghPulc_2in19d0ANMfMEwK4liTbGhgtlVX670BEMcwPPhpdyf7yBBOM7Now077fKZH_9JRNGlhC6xpj_GbMhlwyVnR5ODka-I7qAdU2j7uvqLhkd2A3qpOfUjfB3bGY.IRvp7Cx_bhfx840EDUxb6-hkKR9nSnEFBIZu-DuYJiQ&dib_tag=se&keywords=MOUSE&qid=1752352768&sprefix=mouse%2Caps%2C235&sr=8-4-spons&ufe=app_do%3Aamzn1.fos.e05b01e0-91a7-477e-a514-15a32325a6d6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll1&tag=kayosaffili06-20&linkId=fc599cd7c8220b74d0410786e046e34f&language=pt_BR&ref_=as_li_ss_tl,OK,Amazon.com.br,NÃO
Adaptador para tomada Universal 2PT 10A 250V,https://www.amazon.com.br/Adaptador-para-Tomada-Universal-250V-DANEVA-1661/dp/B0763TXG14?crid=3BHCBM1PDZIXC&dib=eyJ2IjoiMSJ9.9zi6lGeYi1Oug9v9lULum81rGZxAsln-z0McwEMPIzqX6ZCh7pr1pUMMA4vixjUmh3Pcq5C-peAEock2udZSXGCoohM5E2Q8prj3t7v0eeHFbUfLna_JCyOk9epEHvPUB7_J8QDOdtnrEPQfiyQgOSuTP1kdMzkv1y7e38HoYF4xiylc3C6blP4sP5x4HyuAMvdDsjRzpM0FmIle9GmtsZBqUPA0M6kgBGHiYHkOB1mjL_35HpfSct9hhl0hNJg7bl-334bZJ1mp3CKq9IhHNch9tzYDpz3dsG2HfxKTiYo.ehkvp1tzcql_kQBUqxde_ut_euk-SUeq-VisEdsktII&dib_tag=se&keywords=eletronicos&qid=1752351404&sprefix=ELETR%2Caps%2C241&sr=8-10&linkCode=ll1&tag=kayosaffili06-20&linkId=9be52351957f1724dfb74c92025d076f&language=pt_BR&ref_=as_li_ss_tl,OK,Amazon.com.br,NÃO
Campainha Sem Fio Com Bateria CIB 101 Preto Intelbras,https://www.amazon.com.br/Campainha-Bateria-Intelbras-CIB-101/dp/B09RQZW6M4?crid=3BHCBM1PDZIXC&dib=eyJ2IjoiMSJ9.9zi6lGeYi1Oug9v9lULum81rGZxAsln-z0McwEMPIzqX6ZCh7pr1pUMMA4vixjUmh3Pcq5C-peAEock2udZSXGCoohM5E2Q8prj3t7v0eeHFbUfLna_JCyOk9epEHvPUB7_J8QDOdtnrEPQfiyQgOSuTP1kdMzkv1y7e38HoYF4xiylc3C6blP4sP5x4HyuAMvdDsjRzpM0FmIle9GmtsZBqUPA0M6kgBGHiYHkOB1mjL_35HpfSct9hhl0hNJg7bl-334bZJ1mp3CKq9IhHNch9tzYDpz3dsG2HfxKTiYo.ehkvp1tzcql_kQBUqxde_ut_euk-SUeq-VisEdsktII&dib_tag=se&keywords=eletronicos&qid=1752351404&sprefix=ELETR%2Caps%2C241&sr=8-8&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9&th=1&linkCode=ll1&tag=kayosaffili06-20&linkId=111d5bdf7bdb9eabb10ab1ea1af1a128&language=pt_BR&ref_=as_li_ss_tl,OK,Amazon.com.br,NÃO
ADAPTADOR PINO CHATO - 2 PINOS - 10 AMPERES / 250 VOLTS - BRANCO - DANEVA 1550,https://www.amazon.com.br/ADAPTADOR-PINO-CHATO-250V-BRANCO/dp/B076NCJX79?crid=3BHCBM1PDZIXC&dib=eyJ2IjoiMSJ9.9zi6lGeYi1Oug9v9lULum81rGZxAsln-z0McwEMPIzqX6ZCh7pr1pUMMA4vixjUmh3Pcq5C-peAEock2udZSXGCoohM5E2Q8prj3t7v0eeHFbUfLna_JCyOk9epEHvPUB7_J8QDOdtnrEPQfiyQgOSuTP1kdMzkv1y7e38HoYF4xiylc3C6blP4sP5x4HyuAMvdDsjRzpM0FmIle9GmtsZBqUPA0M6kgBGHiYHkOB1mjL_35HpfSct9hhl0hNJg7bl-334bZJ1mp3CKq9IhHNch9tzYDpz3dsG2HfxKTiYo.ehkvp1tzcql_kQBUqxde_ut_euk-SUeq-VisEdsktII&dib_tag=se&keywords=eletronicos&qid=1752351404&sprefix=ELETR%2Caps%2C241&sr=8-5&linkCode=ll1&tag=kayosaffili06-20&linkId=df5704832e66998b467a205b9cb64312&language=pt_BR&ref_=as_li_ss_tl,OK,Amazon.com.br,NÃO
Tenis Academia Feminino Olimp Gel Para Esporte Macio Original T-Shoes,https://www.amazon.com.br/Academia-Feminino-Esporte-Original-T-Shoes/dp/B0CX69H12R?pd_rd_i=B0CX6HPNLC&pd_rd_w=jzwYa&content-id=amzn1.sym.72b93c8a-08ae-4743-bf25-5d8dcc377092&pf_rd_p=72b93c8a-08ae-4743-bf25-5d8dcc377092&pf_rd_r=7RTD6HJFKQYMM7NM3BQF&pd_rd_wg=Ev3K2&pd_rd_r=d5288eb4-71c1-4962-9222-1c9fa460ea2a&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=47f425c1b638efd97bdce98c792a1a52&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tenis Botinha Casual Feminino leve confortavel,https://www.amazon.com.br/dp/B0FF1KYZLB?pd_rd_i=B0FF1KYZLB&pd_rd_w=dvIxQ&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=DEKCHVRFJ3NPAX5M376Q&pd_rd_wg=Rr4QQ&pd_rd_r=4f2c6f9e-b127-4bdf-bb2f-f024b7150283&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=9c39db6a980909f40a281ebecb41db23&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Respirável Tênis de Corrida Suporte de Arco Sapatos de Caminhada,https://www.amazon.com.br/dp/B0F59NT2B1?pd_rd_i=B0F59NT2B1&pd_rd_w=9HPJ7&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=1DEXC2DK24DZ96BYCQN6&pd_rd_wg=jlYGV&pd_rd_r=673bcaa1-5a02-48b7-a03b-a6f6f1e5f5da&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=9dc041f80b686f1e673e9f9002fdc324&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tênis Feminino Olympikus Venus 3,https://www.amazon.com.br/T%C3%AAnis-Feminino-Olympikus-Venus-3/dp/B0DFRHR8GF?pd_rd_i=B0DDQMNKJ7&pd_rd_w=Y6ewq&content-id=amzn1.sym.72b93c8a-08ae-4743-bf25-5d8dcc377092&pf_rd_p=72b93c8a-08ae-4743-bf25-5d8dcc377092&pf_rd_r=5F033XRM5ADHM9CMRS6Z&pd_rd_wg=cgWlG&pd_rd_r=cbc8112e-ab4d-42cf-b9bd-adde94c2bc8f&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=6be8c80b19d71f973e78fc92e5173b1f&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tenis esportivo Respiravel Academia Corrida Caminhada Masculino e Feminino,https://www.amazon.com.br/dp/B0FF2TZFFC?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=JSQRXFJS4M7CCZGAB8VB&pd_rd_wg=JsfXl&pd_rd_w=1ZWnh&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=0332331d-ee2b-4cf8-bcd1-d6b6ea4cea89&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=9c8bd0d950f1242020a8c07b1bef6184&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Kit 2 Pares Tenis de Academima Caminhada Leve e Confortavel Feminino,https://www.amazon.com.br/dp/B0DBJBV2F9?pd_rd_i=B0DBJBV2F9&pd_rd_w=Kj4u0&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=16QYK2NHPXDM9VRBEKEY&pd_rd_wg=fUZUV&pd_rd_r=a97d894f-d770-47e4-b24d-a10f834d73b5&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&smid=A1QC10W23U0A2R&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=f3ee4e9d3bf56960733eea6f94f8af55&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tênis de Corrida Feminino Mizuno Wave Mirai 6,https://www.amazon.com.br/T%C3%AAnis-Corrida-Feminino-Mizuno-Mirai/dp/B0D1DF9WKT?pd_rd_w=Loi3Y&content-id=amzn1.sym.0c225ccc-ba61-4ed7-8ec2-00a23aa4a681&pf_rd_p=0c225ccc-ba61-4ed7-8ec2-00a23aa4a681&pf_rd_r=Z8N8DVGX2PVVKR58GSX0&pd_rd_wg=h1ZT7&pd_rd_r=0765c3fe-23a6-4e74-bbc0-ad1e0e5951e0&pd_rd_i=B0D1DF9WKT&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=63236b4195988a30b80d1aa69fdd9010&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Tênis de Corrida Feminino Mizuno Wave Mirai 6 | Amazon.com.br,SIM
Tenis Academia Feminino Leve Macio Corrida + Relogio,https://www.amazon.com.br/dp/B0DBM4F3L1?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=MTD1BEH6GR48BN49QP52&pd_rd_wg=tQewj&pd_rd_w=YcjNs&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=62fb6c14-5dbb-40dc-a243-f0a1684e8544&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=652794741cb0d1a548d7ba4b09478183&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Kit Dois Pares De Tenis Feminino e Masculino Casual Moda Leve,https://www.amazon.com.br/dp/B0CG2XTL4T?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=MZ8FT5C3AWYTJH0AYVC3&pd_rd_wg=TkUOu&pd_rd_w=OSY5r&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=045807a1-7778-4f60-b3d4-08e5e81f98bb&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=92ad5b45907dc47615c620fc2004c9ba&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tênis GuGi Feminino Casual Fiorella Sola Alta Macia Esportivo 622-GG,https://www.amazon.com.br/dp/B0CXQ5J2DR?pd_rd_i=B0CXQ5J2DR&pd_rd_w=onZOf&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=F2RQ5AVK8KF1AQ8YBV0Z&pd_rd_wg=slquD&pd_rd_r=3031793e-31db-4d39-9561-c82cdda6b50b&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=dd3b481af5d5ad8321c09fbeba9bc6a6&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tenis Feminino Casual Estilo Shoes,https://www.amazon.com.br/dp/B0F63YKJXV?pd_rd_i=B0F63YKJXV&pd_rd_w=AtGyf&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=3TQFDGX30KM6GM4W29QY&pd_rd_wg=olWyY&pd_rd_r=cc6a7803-b913-452b-a14e-168c24fc7ad4&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=8c7a25559cfa8b2b2033c60bdbfe433d&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tênis Ramarim SNK Casual Feminino,https://www.amazon.com.br/dp/B0DP5P3DTY?pd_rd_i=B0DP5P3DTY&pd_rd_w=OSk9u&content-id=amzn1.sym.1868afab-d777-4b70-8899-1b323ad91d95&pf_rd_p=1868afab-d777-4b70-8899-1b323ad91d95&pf_rd_r=KRWJQVTD8783TFHFC62J&pd_rd_wg=qCEVi&pd_rd_r=9034bd98-73b6-4d12-8c32-30be298b2a88&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=537025e900c11c251e9654013812cbfa&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tênis Ramarim Plataforma Sola Casual Feminino Original,https://www.amazon.com.br/dp/B0DH2W5KG5?pd_rd_i=B0DH2W5KG5&pd_rd_w=IX9yP&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=TJ0HK7F1BV3N7SP1F363&pd_rd_wg=PNq32&pd_rd_r=c9901420-6f0b-4e61-abed-b2db06b64dec&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=4e0e0f67b12622ce4d5e9704c71bd3c0&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tênis Ramarim Feminino Sneaker Original 2497206,https://www.amazon.com.br/dp/B0F1DQFF44?pf_rd_p=1868afab-d777-4b70-8899-1b323ad91d95&pf_rd_r=NAGPDGC1Z23W6FE5WY4F&pd_rd_wg=nwjjt&pd_rd_w=W449M&content-id=amzn1.sym.1868afab-d777-4b70-8899-1b323ad91d95&pd_rd_r=0db527c4-782f-40a5-b8fd-9be72c68ab12&s=apparel&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=0f2b2f71cd448aea6cd442be10d89158&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tênis Vizzano Feminino Sneaker Mmoda Original,https://www.amazon.com.br/Vizzano-Feminino-Sneaker-Original-Num%C3%A9rico/dp/B0DJQ1X934?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=677BVYST9U5C&dib=eyJ2IjoiMSJ9.QSGTItut8N8apzbLPN7eAremT5JPMZGfMQsQmggCtJeNxLYOT3cMOj7T067e7uwVbLNaNPtN5sapjDL3SQej-gRexfH6yXyZwukadCboXzmC7WqiTHDTohn1XUzuk7uV_FdfNhlVOSRN3bD3R3_2vQdpfEIwbvezNAd3qAfVlzqcCOa32DRPbOWYah0QcNpv6PblVKPILJ0g-dybCrDXP7bBBRHicoGJ_KbLBZkCMueSlcVWvw-1eRyVWZ-BhVbeNqxvdMRcmEB2jcvjHtwN7DtDgJWHzK0YAMsCUlmE_6k.2uNgAMftbyq2Sbj0ek6y1-NP1mLRc2zSHJDC1514AMs&dib_tag=se&keywords=TENIS%2BFEMININO&qid=1752089400&s=apparel&sprefix=tenis%2Bfeminino%2Cfashion%2C213&sr=1-4-spons&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=da7a2ba5203d17eea184ee9500029dad&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Camisetas Masculina Kit 2 Peças 100% Algodão Premium Casual,https://www.amazon.com.br/dp/B0FFWC4JRS?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=5XY51ZXNSSTYYVRRHNBF&pd_rd_wg=G3AKA&pd_rd_w=ZYIBr&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=0d0cea34-08df-4c4d-b3ab-070dc1929292&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=e62447e9f50f1ba50a49f19b130661ae&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Kit 3 Bermudas Jeans Masculina Lycra Elastano,https://www.amazon.com.br/Bermudas-Jeans-Masculina-Lycra-Elastano/dp/B09DVZZX41?pd_rd_w=ZzBMy&content-id=amzn1.sym.0c225ccc-ba61-4ed7-8ec2-00a23aa4a681&pf_rd_p=0c225ccc-ba61-4ed7-8ec2-00a23aa4a681&pf_rd_r=VRXH6A69XCP1NXBK3YNR&pd_rd_wg=oZzjE&pd_rd_r=1d1d8e32-d253-4cc7-9f94-588be40cbcb6&pd_rd_i=B09DVZZX41&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=4545f3c03302863c308d808a35e365cc&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Tech T-shirt Long Sleeve Masculino,https://www.amazon.com.br/dp/B0CTN4DKZ1?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=XW8837Z3FQN7H8XV2VAQ&pd_rd_wg=rra3C&pd_rd_w=uM4D1&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=41a4a7cb-31f7-402c-bbb6-8e337b8847fd&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=55170862f0426edd8015ff06457a1ed8&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Camisetas Masculina Kit 2 Peças 100% Algodão Premium Casual,https://www.amazon.com.br/dp/B0FFWVBHP3?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=25XMZAXHHPR6BYBVZ34V&pd_rd_wg=Zo0et&pd_rd_w=jyNzm&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=72f15fa8-f881-445f-ba4f-f9382515200d&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=8fccba0802cd328235d046c6327d737f&language=pt_BR&ref_=as_li_ss_tl&psc=1,Erro HTTP 500,,N/A
Kit Promocional 5 Camisas Blusa Oversized Longline Masculina,https://www.amazon.com.br/dp/B0BSGBVJK1?pd_rd_i=B0BSGBVJK1&pd_rd_w=Zg5mh&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=92BT8BKCQ8CN8QC06SS2&pd_rd_wg=KYQ4J&pd_rd_r=738600a3-f65b-440b-98dc-212a8be44c28&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=e4e845aedbe1480644f0feb5752315cc&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Camisa Social Masculina Slim Fit Manga Longa,https://www.amazon.com.br/dp/B0DK2H5JN3?pd_rd_i=B0DXFNFX9V&pd_rd_w=A6lW7&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=YY3TW3AZT8FHCFXHJWN3&pd_rd_wg=dP0PZ&pd_rd_r=564d2ee4-0324-47b4-9c45-f67f51adfe84&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=e42413689389688ee4bc1d96d33c3ff6&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Camiseta Plus Size Algodão Premium Confortável Caveira Black,https://www.amazon.com.br/dp/B0CTL29Z9Q?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=3JBMVRTBTAEV362XEA8W&pd_rd_wg=RsxzD&pd_rd_w=bVBdS&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=8a1c40b4-7137-4f40-aaad-5916af450aae&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=b7748d1060809bca6808e24a7b4b4650&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
Camiseta Masculina 100% Algodão Estampa Neutra Básica,https://www.amazon.com.br/dp/B0DDDL5KW3?pf_rd_p=b0d855ab-21fd-49b1-ae3e-5a01e562f959&pf_rd_r=VTJSTA794Z101QX0E85H&pd_rd_wg=aPEfb&pd_rd_w=hemr5&content-id=amzn1.sym.b0d855ab-21fd-49b1-ae3e-5a01e562f959&pd_rd_r=b2ebbfc7-726d-4c74-b059-a7814f931931&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWwy&th=1&linkCode=sl1&tag=kayosaffili06-20&linkId=1a314d9e0946c1d801a3a2f32a3cb92f&language=pt_BR&ref_=as_li_ss_tl&psc=1,OK,Amazon.com.br,NÃO
